query_name,cnn_topview_rank1_name,cnn_topview_rank1_score,cnn_topview_rank2_name,cnn_topview_rank2_score,cnn_topview_rank3_name,cnn_topview_rank3_score,cnn_topview_rank4_name,cnn_topview_rank4_score,cnn_topview_rank5_name,cnn_topview_rank5_score
1_png.rf.8199e7f82efa196a0732a582c5d2472e.jpg,11f_png.rf.eb0169eccfb6b264a582491457ff37b6.jpg,0.99018,11t_png.rf.bfd0b31ac2643b2a5d526f315fbf1812.jpg,0.989611,189_png.rf.35e0d3792b1aa85a1a2e55167fd0d8c5.jpg,0.989302,7_png.rf.3ff9087c873d2ff25e8d5c120bb417e8.jpg,0.981386,44_png.rf.fa470a214cd0390f0989f6f83d9bdb4b.jpg,0.981325
21_png.rf.14a3f0eb3df1717c54de3445f3988524.jpg,25f_png.rf.e20424d4f5cc6ff760cbfa7767c3ec32.jpg,0.995845,112_png.rf.9b08015f172aafbe456ed9d92cca77fe.jpg,0.995762,17a_png.rf.156d5bf7e3400bc2a30f1251bb4dd348.jpg,0.995079,114_png.rf.98b2144c25b9f48816abd7edb00f365c.jpg,0.993778,12_png.rf.9071d30b04e7162eeae5abb28b0ff82c.jpg,0.993278
26_png.rf.58fd63888dc80d24e902a96995a31656.jpg,13_png.rf.6997e656c43b72e712856bc7557bedf9.jpg,0.994689,22t_png.rf.49863f3eafde9439e26908afffa544c8.jpg,0.991982,64_png.rf.8322253b1a0f6abfcf98c466097d8b17.jpg,0.990667,10_png.rf.9b8c9cafc4edaba51d6fc14bc4ef7186.jpg,0.988929,170_png.rf.41755d44f9afc99e7cda8ff7b064d3e5.jpg,0.988723
27_png.rf.b66e7ecbfb20811de556a247f42c24ec.jpg,114_png.rf.98b2144c25b9f48816abd7edb00f365c.jpg,0.997163,184_png.rf.a6c6949a3896015ff99ada47dc75393b.jpg,0.995641,172_png.rf.fcfccb64edd6563c971ed5aadc369851.jpg,0.995491,112_png.rf.9b08015f172aafbe456ed9d92cca77fe.jpg,0.994378,17a_png.rf.156d5bf7e3400bc2a30f1251bb4dd348.jpg,0.994212
38_png.rf.5f7178d32f8c80830acba72ceaa53c52.jpg,61_png.rf.fcb03285eaaa0805f6a53443b10cd4fe.jpg,0.988634,12t_png.rf.80855510c9a4d8a3a88e103ed8baeeb7.jpg,0.986923,50_png.rf.383e95718229d46e0da9d8f13dff24d6.jpg,0.986079,51_png.rf.6cd3806d5bbf3bb4c08aa71f88200357.jpg,0.985311,12f_png.rf.5a7e571b0b0c0eef39ae35682db8394f.jpg,0.981865
49_png.rf.34dd21e67336cfaacfc62268433a9c2d.jpg,159_png.rf.301cd8292389a32360fcde7abf681cfe.jpg,0.995088,21t_png.rf.23503211ec11166ceb013315fc5d8c4c.jpg,0.994386,74_png.rf.d4457ce90ae63f42842e5cc1f35d9425.jpg,0.993747,17_png.rf.412b3f3fd9387b5e2df8747caf3236b6.jpg,0.992959,20t_png.rf.9c3224a237aafafb9884ca7c91a4ddb3.jpg,0.991997
52_png.rf.d9ef7051544ef241be7a8134959f3411.jpg,53_png.rf.855b0f59076e870a81b9fa99f43590a7.jpg,0.999708,56_png.rf.d816086571a6166985bd89660706de3c.jpg,0.996135,55_png.rf.68431d245b349b193d16154de0905524.jpg,0.995263,78_png.rf.e4113b07a8da6a1795e7bb7519fab19a.jpg,0.993671,59_png.rf.4a6785ea55d34bd60949327634ab613d.jpg,0.992902
58_png.rf.b94027c8488125d21180dde164fc71f6.jpg,64_png.rf.8322253b1a0f6abfcf98c466097d8b17.jpg,0.995133,13_png.rf.6997e656c43b72e712856bc7557bedf9.jpg,0.994005,22t_png.rf.49863f3eafde9439e26908afffa544c8.jpg,0.991768,10_png.rf.9b8c9cafc4edaba51d6fc14bc4ef7186.jpg,0.991381,57_png.rf.03d3722260858e9a17b3a16291bd0103.jpg,0.991147
94_png.rf.914de818a4ff0d086b7cb41abc8b95fd.jpg,2_png.rf.e294eab9e1b8504f18e1964e03f9e9e5.jpg,0.97444,2a_png.rf.d8a574394a3499846384d0e2f5162459.jpg,0.97296,8a_png.rf.d4bd36f20fb980c22c7f33948a375e2a.jpg,0.96941,176_png.rf.efe1d54c6d6afc77df454c854179fe54.jpg,0.968164,4a_png.rf.a6bb5c5706fd8628eb53d34a122cf441.jpg,0.962706
9_png.rf.3a4164e5647feea77eb3062be7e65aea.jpg,95_png.rf.03182e61750c77320a1463bb756ed0cf.jpg,0.987521,99_png.rf.980b3b82bd6f61bc422a234a44e95383.jpg,0.973375,194_png.rf.6b3c01d7e039ffa56fe5023410954781.jpg,0.965502,96_png.rf.99112aad2385b754f6a041d89282c4f9.jpg,0.962061,18t_png.rf.52573d3d561f4ef4c73fbcc5a0d18752.jpg,0.955529
