query_name,vit_topview_rank1_name,vit_topview_rank1_score,vit_topview_rank2_name,vit_topview_rank2_score,vit_topview_rank3_name,vit_topview_rank3_score,vit_topview_rank4_name,vit_topview_rank4_score,vit_topview_rank5_name,vit_topview_rank5_score
1_png.rf.8199e7f82efa196a0732a582c5d2472e.jpg,189_png.rf.35e0d3792b1aa85a1a2e55167fd0d8c5.jpg,0.83447,7_png.rf.3ff9087c873d2ff25e8d5c120bb417e8.jpg,0.784245,5_png.rf.83aee7ccd4569a48f90641b7606818c5.jpg,0.72532,4_png.rf.e18166281030baded761bc4f93be6120.jpg,0.678897,192_png.rf.17e286ffa138705b5b8013c45e867d69.jpg,0.641918
21_png.rf.14a3f0eb3df1717c54de3445f3988524.jpg,34_png.rf.407889c8b2afe2a57c57461fa46b2d4f.jpg,0.971828,25f_png.rf.e20424d4f5cc6ff760cbfa7767c3ec32.jpg,0.964153,7f_png.rf.4c4c0c1f3dbe608fab29a732857d2927.jpg,0.960504,120_png.rf.ad88298a705a565adab2f06fe083c434.jpg,0.957681,142_png.rf.7094e2d69746d686d71b971d474ae84d.jpg,0.950622
26_png.rf.58fd63888dc80d24e902a96995a31656.jpg,25_png.rf.7e8991bbc403d6fbe9b9e6877ce5f38a.jpg,0.959591,16_png.rf.691cc1c2ecb1a6b9e2b253b55ee31e37.jpg,0.915301,23_png.rf.16eca710aad8f132510abb5de8930fc0.jpg,0.896203,10t_png.rf.97c979f963b5a914b50a065e59ef3873.jpg,0.88543,41_png.rf.1b958373ee00ad9b6c72ccde65ac6c44.jpg,0.878271
27_png.rf.b66e7ecbfb20811de556a247f42c24ec.jpg,123_png.rf.c77820fd3abbca5d6265af63564f9564.jpg,0.954391,132_png.rf.071b2e2111df71728a6b770afd959117.jpg,0.946102,152_png.rf.278ae564b1c981f43016889a9c3240e6.jpg,0.946078,7f_png.rf.4c4c0c1f3dbe608fab29a732857d2927.jpg,0.940843,142_png.rf.7094e2d69746d686d71b971d474ae84d.jpg,0.939499
38_png.rf.5f7178d32f8c80830acba72ceaa53c52.jpg,57_png.rf.03d3722260858e9a17b3a16291bd0103.jpg,0.89544,61_png.rf.fcb03285eaaa0805f6a53443b10cd4fe.jpg,0.864602,33_png.rf.297fe8781d6a91fb415a3483e34b5d6d.jpg,0.862963,50_png.rf.383e95718229d46e0da9d8f13dff24d6.jpg,0.856015,44_png.rf.fa470a214cd0390f0989f6f83d9bdb4b.jpg,0.850806
49_png.rf.34dd21e67336cfaacfc62268433a9c2d.jpg,74_png.rf.d4457ce90ae63f42842e5cc1f35d9425.jpg,0.98242,36_png.rf.0335463c111a76dc82384e5664c969ca.jpg,0.964623,23_png.rf.16eca710aad8f132510abb5de8930fc0.jpg,0.960688,41_png.rf.1b958373ee00ad9b6c72ccde65ac6c44.jpg,0.959716,28_png.rf.eae3c87c5a3a27e7321c4f3f9b902dc7.jpg,0.958341
52_png.rf.d9ef7051544ef241be7a8134959f3411.jpg,56_png.rf.d816086571a6166985bd89660706de3c.jpg,0.955312,13_png.rf.6997e656c43b72e712856bc7557bedf9.jpg,0.940063,46_png.rf.e8ee7736ebfa4a3181665065498b2b12.jpg,0.932606,85_png.rf.92386fd10cea05180773e53215694d52.jpg,0.930779,78_png.rf.e4113b07a8da6a1795e7bb7519fab19a.jpg,0.92659
58_png.rf.b94027c8488125d21180dde164fc71f6.jpg,56_png.rf.d816086571a6166985bd89660706de3c.jpg,0.954429,13_png.rf.6997e656c43b72e712856bc7557bedf9.jpg,0.94964,47_png.rf.bc20932b8fce905f2947cfc69dd6920c.jpg,0.94284,10_png.rf.9b8c9cafc4edaba51d6fc14bc4ef7186.jpg,0.941721,55_png.rf.68431d245b349b193d16154de0905524.jpg,0.918385
94_png.rf.914de818a4ff0d086b7cb41abc8b95fd.jpg,2a_png.rf.d8a574394a3499846384d0e2f5162459.jpg,0.652638,4a_png.rf.a6bb5c5706fd8628eb53d34a122cf441.jpg,0.402532,176_png.rf.efe1d54c6d6afc77df454c854179fe54.jpg,0.376496,8a_png.rf.d4bd36f20fb980c22c7f33948a375e2a.jpg,0.270773,3_png.rf.3623643d6ea770476054dcbc18ec4da8.jpg,0.248759
9_png.rf.3a4164e5647feea77eb3062be7e65aea.jpg,95_png.rf.03182e61750c77320a1463bb756ed0cf.jpg,0.666573,0_png.rf.e35063c144cfd241454863d624cf01d3.jpg,0.652766,99_png.rf.980b3b82bd6f61bc422a234a44e95383.jpg,0.617341,178_png.rf.5087fa5324451e07d2ed4f3d0e39b8e7.jpg,0.527304,180_png.rf.d95ed08408ababb588c6d1af919a1ba5.jpg,0.424294
