query_idx,query_name,triplet_rank1_name,triplet_rank1_score,triplet_rank2_name,triplet_rank2_score,triplet_rank3_name,triplet_rank3_score,triplet_rank4_name,triplet_rank4_score,triplet_rank5_name,triplet_rank5_score
10,1_png.rf.8199e7f82efa196a0732a582c5d2472e.jpg,90_png.rf.cc19908ab37dc78235324d2e16614622.jpg,0.9959802627563477,92_png.rf.5436107fa80a186911267011f1bad05e.jpg,0.9955177307128906,96_png.rf.99112aad2385b754f6a041d89282c4f9.jpg,0.9945088028907776,189_png.rf.35e0d3792b1aa85a1a2e55167fd0d8c5.jpg,0.9738062620162964,190_png.rf.24ed612fdc752703c31861be4bc95545.jpg,0.9676806926727295
11,21_png.rf.14a3f0eb3df1717c54de3445f3988524.jpg,34_png.rf.407889c8b2afe2a57c57461fa46b2d4f.jpg,0.9641855359077454,7t_png.rf.d593f52ab7cb17881fddcaf5de468819.jpg,0.9131993055343628,18_png.rf.deca17bfe3ef6a0738238319d1dcdd71.jpg,0.9118912816047668,6f_png.rf.4dcfc0c556af56e418f2226f40765059.jpg,0.9099774360656738,6t_png.rf.3bfa7c04f03519e61d659108c308de32.jpg,0.9053378701210022
12,26_png.rf.58fd63888dc80d24e902a96995a31656.jpg,25_png.rf.7e8991bbc403d6fbe9b9e6877ce5f38a.jpg,0.9930941462516785,24_png.rf.76109e322271997766d83ebb01eba055.jpg,0.9915493130683899,16_png.rf.691cc1c2ecb1a6b9e2b253b55ee31e37.jpg,0.991249680519104,31_png.rf.0f21d20a8cd7c12cbb1222cd2070b345.jpg,0.9893063902854919,32_png.rf.1edd41098eb074d061f00c09470d90cf.jpg,0.9882210493087769
13,27_png.rf.b66e7ecbfb20811de556a247f42c24ec.jpg,34_png.rf.407889c8b2afe2a57c57461fa46b2d4f.jpg,0.9771434664726257,20_png.rf.52c78aebcebbb16b65b30edf6e6dc4a5.jpg,0.9212587475776672,18_png.rf.deca17bfe3ef6a0738238319d1dcdd71.jpg,0.9193637371063232,7t_png.rf.d593f52ab7cb17881fddcaf5de468819.jpg,0.909787118434906,19_png.rf.9bdb39240f3b93c04a458babb9612353.jpg,0.9096744656562805
14,38_png.rf.5f7178d32f8c80830acba72ceaa53c52.jpg,33_png.rf.297fe8781d6a91fb415a3483e34b5d6d.jpg,0.9998924136161804,50_png.rf.383e95718229d46e0da9d8f13dff24d6.jpg,0.999886691570282,51_png.rf.6cd3806d5bbf3bb4c08aa71f88200357.jpg,0.999873161315918,48_png.rf.6d53741dd87298c5fedafc4e15fab214.jpg,0.9998615384101868,75_png.rf.fec3448d8e1f00fd7d681730877c8e37.jpg,0.9998611807823181
15,49_png.rf.34dd21e67336cfaacfc62268433a9c2d.jpg,74_png.rf.d4457ce90ae63f42842e5cc1f35d9425.jpg,0.9962063431739807,36_png.rf.0335463c111a76dc82384e5664c969ca.jpg,0.9943419694900513,29_png.rf.6123f6b17b0b0752cc729beefa04a070.jpg,0.9941418170928955,28_png.rf.eae3c87c5a3a27e7321c4f3f9b902dc7.jpg,0.992530345916748,24_png.rf.76109e322271997766d83ebb01eba055.jpg,0.9916854500770569
16,52_png.rf.d9ef7051544ef241be7a8134959f3411.jpg,53_png.rf.855b0f59076e870a81b9fa99f43590a7.jpg,0.9999734163284302,56_png.rf.d816086571a6166985bd89660706de3c.jpg,0.9999234080314636,46_png.rf.e8ee7736ebfa4a3181665065498b2b12.jpg,0.9998989105224609,57_png.rf.03d3722260858e9a17b3a16291bd0103.jpg,0.9998964071273804,48_png.rf.6d53741dd87298c5fedafc4e15fab214.jpg,0.9998888969421387
17,58_png.rf.b94027c8488125d21180dde164fc71f6.jpg,56_png.rf.d816086571a6166985bd89660706de3c.jpg,0.9999082088470459,48_png.rf.6d53741dd87298c5fedafc4e15fab214.jpg,0.9998874664306641,75_png.rf.fec3448d8e1f00fd7d681730877c8e37.jpg,0.9998817443847656,57_png.rf.03d3722260858e9a17b3a16291bd0103.jpg,0.9998741149902344,10_png.rf.9b8c9cafc4edaba51d6fc14bc4ef7186.jpg,0.999845027923584
18,94_png.rf.914de818a4ff0d086b7cb41abc8b95fd.jpg,93_png.rf.e4404052301ebc4f485e978401b476d2.jpg,0.963306188583374,89_png.rf.f6d530aecfb9a6a925bb6db4a606a529.jpg,0.9586182832717896,91_png.rf.d78bae1b26a617eb6363e4345800eb54.jpg,0.9401722550392151,88_png.rf.b58437827b6f9fab3cebf868795b9e21.jpg,0.9311209917068481,86_png.rf.ed680afb145347de62fa9e5dd2b90bbe.jpg,0.9102410674095154
19,9_png.rf.3a4164e5647feea77eb3062be7e65aea.jpg,95_png.rf.03182e61750c77320a1463bb756ed0cf.jpg,0.9958400130271912,0_png.rf.e35063c144cfd241454863d624cf01d3.jpg,0.9947146773338318,2_png.rf.e294eab9e1b8504f18e1964e03f9e9e5.jpg,0.9894449710845947,99_png.rf.980b3b82bd6f61bc422a234a44e95383.jpg,0.9842790365219116,5_png.rf.83aee7ccd4569a48f90641b7606818c5.jpg,0.9095190763473511
